"STATION","NAME","DATE","AWND","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TOBS"
"USW00094263","BREMERTON, WA US","2025-08-15","12.53","0.13",,,,"65","60",
"USW00094263","BREMERTON, WA US","2025-08-16","12.08","0.11",,,,"73","56",
"USW00094263","BREMERTON, WA US","2025-08-17","4.47","0.00",,,,"72","57",
"USW00094263","BREMERTON, WA US","2025-08-18","5.59","0.01",,,,"74","54",
"USW00094263","BREMERTON, WA US","2025-08-19","5.82","0.00",,,,"73","54",
"USW00094263","BREMERTON, WA US","2025-08-20","6.04","0.00",,,,"75","56",
"USW00094263","BREMERTON, WA US","2025-08-21","7.83","0.00",,,,"78","47",
"USW00094263","BREMERTON, WA US","2025-08-22","8.50","0.00",,,,"90","57",
"USW00094263","BREMERTON, WA US","2025-08-23","5.37","0.00",,,,"91","51",
"USW00094263","BREMERTON, WA US","2025-08-24",,"0.00",,,,"94","53",
"USW00094263","BREMERTON, WA US","2025-08-25",,"0.00",,,,"91","55",
"USW00094263","BREMERTON, WA US","2025-08-26",,"0.00",,,,"91","57",
"USW00094263","BREMERTON, WA US","2025-08-27",,"0.00",,,,"72","58",
"USW00094263","BREMERTON, WA US","2025-08-28",,"0.00",,,,"83","56",
"USW00094263","BREMERTON, WA US","2025-08-29",,"0.00",,,,"72","59",
"USW00094263","BREMERTON, WA US","2025-08-30",,"0.00",,,,"71","56",
"USW00094263","BREMERTON, WA US","2025-08-31",,"0.00",,,,"78","51",
"USW00094263","BREMERTON, WA US","2025-09-01",,"0.00",,,,"75","54",
"USW00094263","BREMERTON, WA US","2025-09-02",,"0.00",,,,"79","56",
"USW00094263","BREMERTON, WA US","2025-09-03",,"0.00",,,,"86","53",
"USW00094263","BREMERTON, WA US","2025-09-04",,"0.00",,,,"79","54",
"USW00094263","BREMERTON, WA US","2025-09-05",,"0.00",,,,"77","54",
"USW00094263","BREMERTON, WA US","2025-09-06",,"0.02",,,,"76","56",
"USW00094263","BREMERTON, WA US","2025-09-07",,"0.00",,,,"69","56",
"USW00094263","BREMERTON, WA US","2025-09-08",,"0.00",,,,"75","53",
"USW00094263","BREMERTON, WA US","2025-09-09",,"0.00",,,,"71","50",
"USW00094263","BREMERTON, WA US","2025-09-10",,"0.00",,,,"77","48",
"USW00094263","BREMERTON, WA US","2025-09-11",,"0.00",,,,"72","53",
"USW00094263","BREMERTON, WA US","2025-09-12",,"0.00",,,,"73","56",
"USW00094263","BREMERTON, WA US","2025-09-13",,"0.00",,,,"75","51",
"USW00094263","BREMERTON, WA US","2025-09-14",,"0.05",,,,"68","55",
"USW00094263","BREMERTON, WA US","2025-09-15",,"0.00",,,,"70","41",
"USW00094263","BREMERTON, WA US","2025-09-16",,"0.00",,,,"89","56",
"USW00094263","BREMERTON, WA US","2025-09-17",,"0.02",,,,"78","51",
"USW00094263","BREMERTON, WA US","2025-09-18",,"0.00",,,,"72","46",
"USW00094263","BREMERTON, WA US","2025-09-19",,"0.00",,,,"76","39",
"USW00094263","BREMERTON, WA US","2025-09-20",,"0.00",,,,"70","43",
"USW00094263","BREMERTON, WA US","2025-09-21",,"0.59",,,,"66","55",
"USW00094263","BREMERTON, WA US","2025-09-22",,"0.00",,,,"71","45",
"USW00094263","BREMERTON, WA US","2025-09-23",,"0.00",,,,"77","47",
"USW00094263","BREMERTON, WA US","2025-09-24",,"0.00",,,,"72","44",
"USW00094263","BREMERTON, WA US","2025-09-25",,"0.00",,,,"62","41",
"USW00094263","BREMERTON, WA US","2025-09-26",,"0.00",,,,"70","42",
"USW00094263","BREMERTON, WA US","2025-09-27",,"0.00",,,,"75","54",
"USW00094263","BREMERTON, WA US","2025-09-28",,"0.00",,,,"69","46",
"USW00094263","BREMERTON, WA US","2025-09-29",,"0.32",,,,"61","55",
"USW00094263","BREMERTON, WA US","2025-09-30",,"0.22",,,,"66","52",
"USW00094263","BREMERTON, WA US","2025-10-01",,"0.40",,,,"67","54",
"USW00094263","BREMERTON, WA US","2025-10-02",,"0.01",,,,"68","45",
"USW00094263","BREMERTON, WA US","2025-10-03",,"0.00",,,,"65","38",
"USW00094263","BREMERTON, WA US","2025-10-04",,"0.00",,,,"62","51",
"USW00094263","BREMERTON, WA US","2025-10-05",,"0.00",,,,"64","35",
"USW00094263","BREMERTON, WA US","2025-10-06",,"0.00",,,,"70","40",
"USW00094263","BREMERTON, WA US","2025-10-07",,"0.00",,,,"75","39",
"USW00094263","BREMERTON, WA US","2025-10-08",,"0.00",,,,"62","49",
"USW00094263","BREMERTON, WA US","2025-10-09",,"0.02",,,,"63","47",
"USW00094263","BREMERTON, WA US","2025-10-10",,"0.02",,,,"62","44",
"USW00094263","BREMERTON, WA US","2025-10-11",,"0.00",,,,"59","40",
"USW00094263","BREMERTON, WA US","2025-10-12",,"0.30",,,,"58","43",
"USW00094263","BREMERTON, WA US","2025-10-13",,"0.00",,,,"58","43",
"USW00094263","BREMERTON, WA US","2025-10-14",,"0.00",,,,"59","42",
"USW00094263","BREMERTON, WA US","2025-10-15",,"0.00",,,,"63","32",
"USW00094263","BREMERTON, WA US","2025-10-16",,"0.00",,,,"56","33",
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-01-01",,"0.07",,,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-01-03",,"0.02",,,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-01-04",,"0.57",,,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-01-05",,"0.18",,,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-01-06",,"0.26",,,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-01-07",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-01-08",,"0.06",,,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-01-09",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-01-10",,"0.13",,,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-01-11",,"0.01",,,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-01-12",,"0.01",,,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-01-13",,"0.01",,,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-01-14",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-01-15",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-01-16",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-01-17",,"0.05",,,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-01-18",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-01-19",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-01-20",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-01-21",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-01-22",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-01-23",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-01-24",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-01-25",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-01-26",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-01-27",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-01-28",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-01-29",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-01-30",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-01-31",,"0.61",,,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-02-01",,"0.44",,,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-02-02",,"0.19",,,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-02-03",,"0.11",,,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-02-04",,"0.09",,,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-02-05",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-02-06",,"0.27",,,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-02-07",,"0.02",,,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-02-08",,"0.05",,,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-02-09",,"0.07",,,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-02-10",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-02-11",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-02-12",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-02-13",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-02-14",,"0.02",,,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-02-15",,"0.02",,,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-02-16",,"0.31",,,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-02-17",,"0.17",,,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-02-18",,"0.21",,,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-02-19",,"0.33",,,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-02-20",,"0.01",,,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-02-21",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-02-22",,"0.36",,,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-02-23",,"0.86",,,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-02-25",,,,,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-02-26",,"0.01",,,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-02-27",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-02-28",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-03-01",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-03-02",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-03-03",,"0.01",,,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-03-04",,"0.04",,,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-03-05",,"0.29",,,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-03-06",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-03-07",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-03-08",,"0.02",,,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-03-09",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-03-10",,"0.29",,,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-03-11",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-03-12",,"0.24",,,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-03-13",,"0.32",,,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-03-14",,"0.09",,,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-03-15",,"0.32",,,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-03-16",,"0.57",,,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-03-17",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-03-18",,"0.14",,,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-03-19",,"0.01",,,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-03-20",,"0.17",,,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-03-21",,"0.64",,,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-03-22",,"0.18",,,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-03-23",,"0.20",,,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-03-24",,"0.57",,,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-03-25",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-03-26",,"0.03",,,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-03-27",,"0.36",,,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-03-28",,"0.33",,,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-03-29",,"0.10",,,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-03-30",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-03-31",,"0.04",,,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-04-01",,"0.07",,,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-04-02",,"0.08",,,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-04-07",,,,,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-04-08",,"0.97",,,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-04-09",,"0.12",,,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-04-10",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-04-11",,"0.24",,,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-04-12",,"0.08",,,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-04-13",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-04-14",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-04-15",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-04-16",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-04-17",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-04-18",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-04-19",,"0.05",,,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-04-20",,"0.01",,,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-04-21",,"0.68",,,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-04-22",,"0.01",,,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-04-24",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-04-25",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-04-26",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-04-27",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-04-28",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-04-29",,"0.15",,,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-04-30",,"0.03",,,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-05-01",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-05-02",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-05-03",,"0.03",,,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-05-04",,"0.23",,,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-05-05",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-05-06",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-05-07",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-05-08",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-05-09",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-05-10",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-05-11",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-05-12",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-05-13",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-05-19",,,,,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-05-20",,"0.06",,,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-05-21",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-05-22",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-05-23",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-05-24",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-05-25",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-05-26",,"0.06",,,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-05-27",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-05-28",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-05-29",,"0.08",,,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-05-30",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-05-31",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-06-01",,"0.03",,,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-06-02",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-06-03",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-06-04",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-06-05",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-06-06",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-06-07",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-06-08",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-06-09",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-06-10",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-06-11",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-06-12",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-06-13",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-06-14",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-06-15",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-06-16",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-06-17",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-06-18",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-06-29",,,,,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-06-30",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-07-01",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-07-02",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-07-03",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-07-04",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-07-05",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-07-06",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-07-07",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-07-08",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-07-09",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-07-10",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-07-11",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-07-12",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-07-13",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-07-14",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-07-15",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-07-16",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-07-17",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-07-18",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-07-19",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-07-20",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-07-21",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-07-22",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-07-23",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-07-24",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-07-25",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-07-26",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-07-27",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-07-28",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-07-29",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-07-30",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-07-31",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-08-01",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-08-02",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-08-03",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-08-04",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-08-05",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-08-06",,"0.03",,,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-08-07",,"0.03",,,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-08-08",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-08-09",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-08-10",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-08-11",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-08-12",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-08-13",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-08-14",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-08-15",,"0.17",,,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-08-16",,"0.52",,,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-08-17",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-08-18",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-08-19",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-08-20",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-08-21",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-08-22",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-08-23",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-08-24",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-08-25",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-08-26",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-08-27",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-08-28",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-08-29",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-08-30",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-08-31",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-09-01",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-09-02",,"0.00","0.0",,,,,
"US1WAKP0080","PORT ORCHARD 5.5 E, WA US","2025-09-03",,"0.00","0.0",,,,,
